cell_id,distil_ss,dn50_lm,is_gold,ngenes_modulated_dn_lm,ngenes_modulated_up_lm,pert_dose,pert_id,pert_iname,pert_time,sig_id,up50_lm
SKBR3,4.40566,"['1429', '9221', '6184', '25976', '22809', '64429', '5909', '22823', '29937', '9019', '8878', '5092', '23210', '5111', '200081', '6182', '3329', '8480', '54512', '3978', '533', '23378', '51203', '3312', '1465', '27346', '80758', '10682', '83743', '53343', '4860', '54733', '51056', '10523', '6813', '3930', '310', '22796', '8243', '26511', '26520', '22934', '7866', '481', '23325', '8574', '22827', '813', '6117', '51021']",True,49,45,2.0,BRD-K64052750,gefitinib,6,LJP002_SKBR3_6H:BRD-K64052750-001-08-4:2,"['4850', '5743', '10644', '6443', '23131', '23410', '960', '79600', '23142', '7466', '5985', '2817', '23635', '56997', '22841', '6676', '375346', '7376', '9988', '23335', '868', '23061', '63874', '5607', '4791', '22905', '11073', '8720', '1759', '23011', '4088', '2131', '727', '9712', '9455', '10270', '10451', '6464', '4780', '50865', '2263', '2887', '10285', '11011', '8324', '29890', '1050', '57147', '24149', '5891']"
SKBR3,3.08306,"['1958', '9813', '4616', '10695', '10059', '4850', '595', '7867', '2956', '7905', '949', '7296', '5261', '7538', '1635', '6195', '3482', '56940', '58478', '7082', '51005', '8553', '11000', '1994', '51375', '26001', '11098', '79094', '65057', '5708', '6509', '10641', '23212', '83743', '6804', '6659', '7158', '8826', '1983', '1662', '84617', '64429', '7866', '7982', '55699', '6697', '6050', '2064', '8884', '1029']",False,9,19,0.4,BRD-K64052750,gefitinib,6,LJP002_SKBR3_6H:BRD-K64052750-001-08-4:0.4,"['57192', '80204', '4200', '84890', '10493', '6839', '2954', '2048', '9261', '79090', '66008', '6443', '56997', '63874', '3280', '9903', '5154', '55793', '9448', '10227', '23588', '51031', '9817', '998', '8550', '55038', '50865', '2690', '8312', '79961', '10451', '85236', '27244', '8731', '1001', '1633', '9847', '9833', '9183', '25805', '81544', '1022', '2769', '1027', '8804', '1831', '7319', '55958', '1062', '4303']"
SKBR3,2.61837,"['3638', '23378', '2523', '3312', '1846', '595', '30849', '8553', '8821', '10813', '4791', '1019', '9128', '2113', '58478', '1021', '6659', '8318', '1958', '2958', '4016', '79080', '51116', '5108', '1994', '8440', '84617', '51495', '4172', '7849', '1662', '60528', '57019', '80746', '1786', '9813', '4282', '22889', '11157', '993', '64429', '8895', '6195', '10559', '23443', '9709', '4144', '57178', '22796', '5111']",False,7,10,0.08,BRD-K64052750,gefitinib,6,LJP002_SKBR3_6H:BRD-K64052750-001-08-4:0.08,"['23338', '10450', '9170', '54505', '9124', '8837', '51719', '5867', '55038', '55111', '54915', '55179', '998', '89910', '55608', '22905', '6347', '5529', '3398', '50813', '1001', '55012', '8996', '8900', '2037', '10525', '5986', '6119', '5993', '7690', '27244', '4208', '10451', '23097', '79961', '10245', '81544', '4616', '9143', '10668', '5880', '2896', '80349', '23588', '2264', '5357', '5588', '51569', '8444', '8324']"
SKBR3,4.29117,"['63933', '332', '9275', '4860', '55556', '11014', '90861', '5111', '10682', '5909', '10915', '5696', '11319', '595', '1846', '10038', '6253', '6894', '3312', '10434', '10813', '1445', '8204', '54499', '6813', '9019', '2146', '896', '2956', '1802', '2274', '22934', '83743', '22796', '27346', '22827', '29937', '58478', '23076', '993', '10730', '8870', '481', '4282', '4609', '10776', '9270', '84617', '26520', '8895']",False,44,36,10.0,BRD-A35869383,ibrutinib,6,LJP002_SKBR3_6H:BRD-A35869383-001-01-9:10,"['89910', '3909', '5971', '57192', '5777', '55008', '10451', '56997', '4846', '51719', '3775', '5607', '2954', '960', '23368', '9552', '54505', '11000', '55011', '5289', '25825', '10513', '2131', '79600', '79174', '8974', '10227', '256364', '178', '5900', '6251', '9854', '55038', '23335', '10681', '79187', '1861', '5498', '4303', '9448', '3566', '51015', '23635', '57804', '8312', '54957', '1052', '10489', '7852', '323']"
SKBR3,3.60262,"['355', '9019', '25932', '958', '10525', '5498', '8270', '9702', '9246', '4172', '51495', '29890', '16', '81533', '27244', '51569', '6774', '5721', '2582', '65057', '2274', '178', '10915', '6347', '8204', '4616', '54505', '10813', '2553', '4609', '1786', '23212', '1019', '11011', '1845', '4282', '57761', '4144', '993', '1662', '22809', '5287', '22889', '27336', '2886', '9915', '54205', '51160', '2064', '9688']",True,18,32,2.0,BRD-A35869383,ibrutinib,6,LJP002_SKBR3_6H:BRD-A35869383-001-01-9:2,"['2625', '85236', '3300', '56997', '9289', '976', '22905', '5641', '11284', '55793', '3398', '329', '7690', '10165', '50814', '57147', '10954', '1994', '79643', '10227', '9988', '51070', '10845', '572', '5777', '10150', '1831', '10451', '25805', '7376', '8202', '5607', '9961', '26993', '9817', '2017', '23530', '1861', '60493', '79961', '23335', '58497', '4864', '10245', '9851', '55111', '91137', '5223', '51293', '6443']"
SKBR3,3.84146,"['9221', '6894', '5257', '10589', '8204', '54499', '23076', '9797', '10523', '9712', '5909', '84890', '9275', '25966', '1465', '22827', '5347', '22934', '8480', '10813', '5236', '1802', '55038', '5696', '10954', '23378', '7168', '1958', '896', '8895', '79080', '5480', '993', '8518', '481', '3157', '3930', '2274', '10434', '4609', '54512', '26511', '9531', '10776', '27095', '11232', '26520', '8870', '8884', '84617']",True,22,37,0.4,BRD-A35869383,ibrutinib,6,LJP002_SKBR3_6H:BRD-A35869383-001-01-9:0.4,"['5777', '10320', '1050', '58497', '5997', '79850', '6304', '23142', '1759', '50865', '2908', '1277', '29928', '23335', '3108', '23635', '1870', '5607', '2852', '23530', '10695', '9448', '79187', '10180', '8821', '5927', '8678', '23365', '5900', '9467', '3508', '7849', '29763', '375346', '8837', '6676', '51070', '23200', '23368', '81544', '23338', '84722', '4690', '4998', '9817', '5529', '10644', '3416', '89910', '23522']"
SKBR3,3.30803,"['26520', '6772', '7264', '54205', '533', '23076', '6894', '79071', '7043', '5909', '80758', '23326', '6659', '2582', '4144', '5899', '637', '25976', '22796', '9697', '23212', '10525', '1399', '9531', '22889', '8607', '993', '595', '2946', '26054', '7088', '2274', '58478', '4609', '23443', '22809', '11157', '5836', '1662', '1846', '991', '5601', '10190', '9688', '1465', '84617', '4927', '5796', '39', '57215']",True,18,26,0.08,BRD-A35869383,ibrutinib,6,LJP002_SKBR3_6H:BRD-A35869383-001-01-9:0.08,"['10610', '2625', '55148', '4582', '9833', '8804', '79961', '5777', '55793', '54681', '57147', '4846', '2954', '355', '5357', '5927', '56997', '5223', '8837', '55012', '10962', '6812', '23061', '5154', '1831', '22926', '10810', '5993', '3337', '2017', '11188', '10813', '9817', '1022', '840', '9712', '9455', '5997', '9961', '1643', '63874', '10732', '60493', '1111', '10270', '116832', '2886', '9488', '79090', '10245']"
A549,2.93097,"['6676', '6050', '11007', '84617', '10775', '51599', '85377', '2115', '5836', '27032', '23223', '10494', '4172', '9868', '7105', '2553', '79947', '23378', '10489', '9842', '10320', '55818', '993', '23499', '6810', '5289', '80347', '10112', '3800', '54512', '54957', '55256', '9448', '22926', '81533', '64943', '5997', '9695', '5601', '10776', '79080', '11137', '51056', '8061', '581', '3312', '7905', '2131', '9847', '51382']",True,19,14,10.0,BRD-K64052750,gefitinib,6,RAD001_A549_6H:BRD-K64052750-001-04-3:10,"['1021', '54541', '102', '26227', '1831', '3638', '3909', '5883', '16', '178', '5607', '116832', '1978', '7494', '2896', '28969', '10797', '7690', '25932', '665', '9112', '55111', '9124', '10007', '1870', '55604', '3551', '58472', '55556', '835', '10904', '3815', '3162', '3775', '57215', '5909', '51335', '5900', '5106', '10329', '1123', '25976', '65057', '5627', '3553', '10845', '51282', '64422', '23585', '5547']"
A549,2.53447,"['1958', '8061', '10058', '3482', '5603', '11137', '2624', '2115', '4851', '5289', '26511', '25966', '10329', '26020', '3315', '7027', '23326', '9448', '2553', '5899', '102', '780', '2146', '54505', '5373', '5743', '5788', '10153', '1070', '26054', '392', '30001', '2113', '672', '5997', '79143', '85377', '4172', '10972', '2673', '4282', '11072', '5255', '3091', '81533', '22926', '51056', '51635', '581', '10776']",False,11,8,3.3333,BRD-K64052750,gefitinib,6,RAD001_A549_6H:BRD-K64052750-001-04-3:3.3333,"['501', '23522', '3775', '5889', '10245', '2065', '89910', '79187', '965', '1050', '55111', '329', '1616', '9924', '51466', '6990', '2954', '79170', '9710', '57147', '54623', '26227', '10904', '5050', '10668', '50813', '10046', '6988', '16', '3597', '2542', '57178', '5547', '91949', '55033', '10007', '6772', '3638', '5525', '2896', '2771', '5883', '10493', '55148', '80347', '25874', '23244', '79174', '3162', '54915']"
A549,2.78844,"['7016', '6919', '1026', '1017', '4482', '10972', '2274', '7077', '5986', '57406', '11044', '10123', '3482', '6461', '4313', '1846', '55893', '23410', '6793', '5613', '51495', '6944', '2887', '5788', '5529', '1029', '7852', '11182', '9637', '5289', '9097', '323', '3566', '10221', '5566', '55746', '6832', '23499', '3091', '5997', '4616', '9847', '55818', '58478', '51382', '54733', '5373', '5223', '581', '2597']",False,15,13,1.1111,BRD-K64052750,gefitinib,6,RAD001_A549_6H:BRD-K64052750-001-04-3:1.1111,"['7074', '1021', '102', '9488', '23338', '3909', '54807', '51097', '10245', '2954', '1616', '11031', '10153', '63933', '58472', '9924', '50813', '64429', '23061', '10904', '5627', '9143', '10165', '23335', '1633', '56940', '23585', '2356', '9686', '3925', '22809', '9697', '823', '874', '3775', '84890', '2745', '25976', '10695', '256364', '5696', '1022', '8480', '10451', '6342', '16', '10682', '1662', '84617', '329']"
A549,3.12521,"['7168', '9637', '5108', '4043', '10668', '1399', '1465', '80212', '10058', '85377', '9375', '80347', '10049', '57019', '54442', '9183', '54512', '2356', '9854', '4860', '1845', '1026', '1846', '6119', '6908', '3206', '5743', '3303', '10682', '23076', '1958', '23212', '672', '27346', '427', '10589', '5898', '1019', '23499', '6772', '2886', '54881', '5997', '10276', '55699', '6813', '7416', '5696', '10190', '51382']",True,16,14,0.3704,BRD-K64052750,gefitinib,6,RAD001_A549_6H:BRD-K64052750-001-04-3:0.3704,"['1021', '65123', '57192', '5580', '9053', '7690', '3280', '6696', '11142', '7376', '596', '7485', '2736', '1001', '8050', '5366', '55008', '23368', '1534', '22905', '1027', '3300', '29763', '5889', '8503', '2769', '5880', '10732', '5467', '5289', '55179', '55847', '79961', '8996', '55111', '9686', '9641', '51160', '26036', '7153', '10810', '9276', '6909', '4925', '30836', '10818', '6616', '2810', '10398', '9851']"
A549,3.16338,"['665', '3337', '1029', '11325', '23139', '29937', '9517', '8731', '4860', '1846', '3303', '6709', '10273', '51742', '4067', '79902', '10730', '9868', '813', '10276', '2946', '3611', '10681', '7105', '10051', '90861', '79850', '10174', '51170', '22883', '23076', '54881', '5743', '22934', '10652', '80758', '1454', '51382', '9637', '6813', '51021', '57019', '10972', '23325', '54733', '5836', '51635', '9128', '7088', '58478']",False,19,23,0.1235,BRD-K64052750,gefitinib,6,RAD001_A549_6H:BRD-K64052750-001-04-3:0.1235,"['4925', '54807', '1021', '9712', '256364', '8324', '4891', '3964', '868', '55111', '3775', '1062', '622', '6195', '9053', '1001', '9903', '8550', '89910', '30', '25803', '10644', '23335', '54915', '85236', '93594', '10398', '55008', '57147', '7690', '3682', '55958', '375346', '9897', '23368', '2852', '54623', '3486', '10818', '84159', '1870', '11031', '51015', '3815', '79094', '2063', '1027', '5925', '891', '6193']"
A549,2.96426,"['5018', '23499', '22794', '5827', '5743', '5050', '2109', '10776', '7153', '7105', '10174', '8870', '8678', '23378', '332', '1738', '291', '5997', '3611', '5699', '4792', '5782', '51635', '11230', '1802', '29082', '1983', '11072', '6117', '10617', '5438', '5982', '3303', '79850', '10953', '54512', '81533', '9275', '4638', '9868', '481', '10450', '25839', '672', '4616', '23223', '51001', '9552', '3312', '1861']",False,10,11,0.0412,BRD-K64052750,gefitinib,6,RAD001_A549_6H:BRD-K64052750-001-04-3:0.0412,"['2852', '55620', '501', '23536', '55179', '93594', '29763', '8851', '23522', '8826', '5747', '11000', '94239', '1616', '5607', '5498', '8821', '58472', '5889', '3383', '26993', '57178', '5261', '4312', '6118', '9650', '5096', '6193', '1829', '4931', '4776', '902', '30', '9697', '9533', '388650', '10153', '5925', '2263', '1017', '23321', '831', '1062', '3551', '4016', '5529', '230', '8800', '8550', '3815']"
A549,3.04491,"['4925', '5699', '8731', '9519', '9903', '8569', '79716', '26520', '2624', '323', '890', '11007', '27244', '5831', '6251', '2065', '9126', '11014', '3725', '4783', '9097', '10670', '960', '5423', '3066', '27346', '57215', '54957', '10682', '6284', '5782', '6009', '8091', '9868', '6194', '355', '3303', '2745', '1633', '6856', '5720', '672', '9448', '291', '51635', '25874', '4616', '54512', '8520', '1983']",False,12,18,0.0137,BRD-K64052750,gefitinib,6,RAD001_A549_6H:BRD-K64052750-001-04-3:0.0137,"['7105', '63874', '501', '79600', '51293', '10270', '50865', '2264', '11142', '5900', '58472', '29763', '899', '79187', '9924', '9710', '1021', '55556', '29911', '9686', '3312', '29103', '2810', '1277', '54623', '29928', '2896', '3329', '8440', '5096', '51569', '9851', '2767', '6915', '9124', '23038', '23200', '2736', '1017', '5054', '23011', '29978', '1123', '7020', '7088', '8851', '65057', '6253', '9847', '3988']"
A549,2.70808,"['53343', '2113', '5373', '5986', '1282', '9519', '2673', '2274', '10038', '5747', '147179', '7153', '79850', '9491', '3628', '5300', '1026', '9016', '2048', '23139', '3725', '10513', '3303', '10972', '2131', '4172', '4282', '11072', '10670', '51742', '11007', '7994', '4891', '3611', '2017', '9448', '581', '54733', '11188', '22908', '79902', '79143', '51160', '7905', '22934', '51001', '9133', '6832', '23223', '51382']",False,13,16,0.0046,BRD-K64052750,gefitinib,6,RAD001_A549_6H:BRD-K64052750-001-04-3:0.0046,"['1021', '55837', '80204', '93594', '1616', '3280', '51599', '3800', '5607', '9903', '23443', '3454', '1662', '23522', '3251', '965', '6597', '9710', '55608', '54915', '7690', '23368', '63933', '55111', '8270', '899', '5096', '2356', '6253', '51466', '5357', '2817', '6464', '23410', '2542', '23142', '3122', '3033', '10150', '10695', '6599', '11157', '6714', '6988', '9183', '8826', '10644', '8900', '25', '8520']"
A549,3.06218,"['8678', '1676', '8318', '4067', '10818', '581', '3611', '4851', '5048', '2017', '9709', '7043', '836', '8569', '323', '4860', '64781', '2886', '5373', '22796', '3091', '6251', '9637', '5899', '7416', '26136', '5223', '54386', '55893', '51282', '23223', '10174', '9897', '79006', '7153', '8574', '200734', '51203', '11137', '5255', '23149', '57215', '6944', '22905', '1861', '3930', '9270', '5287', '26054', '11182']",True,15,17,0.0015,BRD-K64052750,gefitinib,6,RAD001_A549_6H:BRD-K64052750-001-04-3:0.0015,"['54807', '2920', '8821', '7690', '230', '355', '7466', '93594', '3988', '11073', '8727', '56940', '6597', '10962', '26993', '10904', '25793', '63874', '375346', '51335', '30', '9712', '51293', '51569', '16', '7027', '25966', '54850', '29103', '2745', '329', '6464', '57019', '93487', '79600', '5721', '4144', '8996', '7905', '50865', '54505', '55748', '7158', '6195', '6050', '2908', '51024', '3775', '11157', '6275']"
A549,4.34207,"['22908', '91949', '3800', '9053', '5601', '2058', '10972', '1981', '375346', '50813', '5721', '976', '890', '10051', '11065', '54881', '26128', '25874', '22809', '2553', '11319', '51203', '29937', '994', '3303', '891', '3611', '10670', '6810', '10276', '26136', '332', '51001', '2017', '3930', '55818', '51116', '22883', '22934', '58478', '6772', '7416', '51382', '5347', '9133', '991', '7153', '11004', '10112', '23325']",True,36,36,10.0,BRD-K15108141,gemcitabine,6,RAD001_A549_6H:BRD-K15108141-003-01-3:10,"['5743', '27244', '1021', '3775', '50810', '5211', '1026', '10013', '51385', '5366', '2817', '25', '25976', '80746', '1647', '22841', '5900', '29928', '501', '8870', '79174', '1643', '5427', '10270', '23530', '11142', '3300', '93594', '1633', '211', '6597', '2534', '4792', '5613', '8726', '8985', '54386', '3251', '11072', '56940', '10818', '5467', '3978', '9897', '7043', '63933', '51569', '51599', '256364', '329']"
A549,3.80199,"['891', '79143', '1282', '57192', '976', '23097', '9212', '3303', '3925', '8720', '51056', '51031', '8324', '5255', '9276', '8312', '9738', '11065', '6839', '6804', '22883', '10298', '1802', '899', '84722', '22827', '3930', '7158', '1846', '890', '54512', '1845', '10051', '54881', '26128', '7153', '994', '11004', '23223', '51170', '50813', '9133', '29937', '332', '55818', '10112', '23325', '5347', '991', '51635']",False,30,18,3.3333,BRD-K15108141,gemcitabine,6,RAD001_A549_6H:BRD-K15108141-003-01-3:3.3333,"['5743', '27244', '1831', '1026', '80746', '1633', '1647', '1643', '5366', '7511', '823', '54623', '6390', '11072', '8726', '2356', '5440', '5290', '3280', '8870', '11182', '1123', '56940', '4776', '9183', '50810', '1662', '54915', '28969', '8318', '581', '4792', '11041', '4791', '2542', '1676', '27109', '11157', '3628', '79902', '65057', '5154', '1981', '3454', '2896', '25', '355', '5997', '23512', '3725']"
A549,4.2527,"['7416', '1452', '8396', '3329', '79006', '11232', '9928', '8061', '10298', '976', '11007', '54881', '22883', '91949', '51116', '2146', '23325', '6772', '899', '10776', '1019', '64429', '6813', '2017', '79850', '10038', '10670', '890', '57761', '3930', '55818', '7158', '7905', '994', '51742', '10112', '23223', '25874', '332', '11004', '11065', '51203', '9133', '51160', '51635', '10493', '79080', '5347', '991', '7153']",True,39,24,1.1111,BRD-K15108141,gemcitabine,6,RAD001_A549_6H:BRD-K15108141-003-01-3:1.1111,"['27244', '5743', '1026', '29928', '10270', '9903', '10644', '54623', '5366', '51053', '1647', '22905', '51719', '7852', '11142', '55608', '89910', '1643', '55179', '6616', '64422', '26136', '823', '58472', '7485', '1111', '1123', '25976', '8726', '10898', '1958', '8826', '30', '672', '622', '10153', '2534', '55746', '10962', '323', '5925', '9143', '3508', '4016', '54915', '1831', '8318', '3725', '10513', '11072']"
